TEXT	Sentiment	
Article 'activist' 'Hillary' 'supporter' 'Texas' 'warn' 'President' 'Trump' 'tough' 'immigration' 'policy' 't' 'get' 's' 'tough' 'immigration' 'stance' 'top' 'crowded' 'pack' 'GOP' 'primary' 'contender' 'It' 't' 'too' 'long' 'liberal' 'husband' 'confidence' 'never' 'be' 'President' 'Trump' 'town' 'get' 'clear' 'picture' 'illegal' 'immigration' 'nation' 'illegally' 'have' 'property' 'American' 'rancher' 'American' 'citizen' 'home' 'ha' 'many' 'Trump' 's' 'be' 'violation' 'international' 'Texas' 'Conference' 'Austin' 'Convention' 'Center' 'Tuesday' 'international' 'human' 'right' 'lawyer' 'George' 'concern' 'America' 's' 'reputation' 'real' 'estate' 'mogul' 's' 'plan' 'Trump' 's' 'comment' 'campaign' 'be' 'religious' 'test' 'U.S.' 'fact' 'be' 'torture' 'terrorist' 'be' 'violation' 'international' 'human' 'right' 'law' 'value' 'America' 's' 'reputation' 'country' 'strong' 'human' 'right' 'record' 'high' 'moral' 'standing' 'wa' 'risk' 'I' 's' 'concern' 'Are' 'happen' 'U.S.' 'lose' 'moral' 'standing' 'ha' 'internationally' 'Hollywood' 'Reporter' 'time' 'put' 'nation' 's' 'worry' 'people' 'other' 'country' 'world' 'Hollywood' 'actor' 'husband' 'George' 'staunch' 'Hillary' 'Clinton' 'supporter' 'have' 'out' 'Trump' 'past' 'year' 'Trump' 'be' 'extreme' 'view' 'George' 'here' 'whine' 'press' 'Trump' 'too' 'much' 'favorable' 'press' 'candidate' 'Republican' 'side' 'ha' 'building' 'complete' 'shutdown' 'specifically' 'now' 'infamous' 'saying' 'only' 'want' 'jihad' 'don' 't' 'way' 'don' 't' 'system' 'Daily' 'Mail' 	pos	
Article 's' 'interview' 'Tucker' 'Tonight' 'wa' 'major' 'down' 'epic' 'proportion' 'Reality' 'hit' 'councilman' 'same' 'point' 'want' 'go' 'up' 'Trucker' 'then' 'need' 'have' 'fact' 'straight' 	pos	
Article 'In' 'Bubble' 'progressive' 'election' 'never' 'Comment' 'Article' 'Account' 'Comment' 'Article' 'Account' 'Us' 	obj	
Article 'know' 'Trump' 'medium' 'big' 'shot' 'Trump' 'Tower' 'Monday' 'source' 'Post' 'It' 'wa' 'firing' 'source' 'Trump' 'chief' 'I' 'hate' 'be' 'source' 'meeting' 'wa' 'total' 'disaster' 'TV' 'be' 'access' 'get' 'Trump' 'administration' 'down' 'source' 'second' 'source' 'firework' 'meeting' 'place' 'big' 'board' 'room' 'people' 'big' 'news' 'other' 'source' 'Trump' 'saying' 're' 'room' 'dishonest' 'medium' 'He' 'room' 'medium' 'dishonest' 'He' 'out' 'name' 'wa' 'wa' 'source' 'Trump' 't' 'reporter' 'name' 'female' 'correspondent' 'wrong' 'then' 'correspondent' 'Hillary' 'lost' 'debate' 'wa' 'wa' 'also' 'reporter' 'get' 'word' 'discus' 'access' 'Trump' 'Administration' 'Good' 'Morning' 'King' 'not' 'stand' 'up' 'question' 'do' 'medium' 'work' 'Chuck' 'Todd' 'question' 'David' 'Muir' 'cope' 'DC' 'It' 'wa' 's' 'sampling' 'Trump' 'back' 'dishonest' 'medium' 'wa' 'campaign' 'trail' 'Trump' 'other' 'presidential' 'candidate' 'ha' 'ever' 'election' 'spite' 'entire' 'fake' 'news' 'empire' 'together' 'take' 'down' 'spokeswoman' 'reporter' 'well' 'meeting' 'top' 'executive' 'major' 'gaggle' 'Trump' 'Tower' 'unprecedented' 'meeting' 'put' 'together' 'meeting' 'wa' 'off' 'record' 'meaning' 'participant' 'not' 'talk' 'substance' 'conversation' 'session' 'top' 'news' 'channel' 'attendee' 's' 'Chuck' 'Todd' 'ABC' 's' 'James' 'George' 'David' 'Muir' 'O' 'John' 'Rose' 'Christopher' 'King' 'Fox' 'News' 'Bill' 'Shine' 'Jack' 'Jay' 'Wallace' 'Scott' 's' 'Griffin' 's' 'Erin' 'Burnett' 	neg	
TRUMP 'Transition' 'Update' 'Straight' 'People' 'Video' 'Audience' 'member' 's' 'curtain' 'call' 'wa' 'read' 'Cast' 'member' 'way' 'performance' 'shame' 'front' 'audience' 'cast' 'member' 'Hamilton' 's' 'message' 'wa' 'show' 'creator' 'director' 'Thomas' 'Kail' 'lead' 'producer' 'Seller' 'York' 'Times' 'America' 'anxious' 'new' 'administration' 'not' 'u' 'planet' 'child' 'parent' 'u' 'inalienable' 'right' 'truly' 'hope' 'show' 'ha' 'uphold' 'American' 'value' 'work' 'u' 'reading' 'message' 'cast' 'member' 'able' 'give' 'input' 'not' 'actor' 'many' 'lead' 't' 'year' 's' 'record' 'show' 't' 'vote' 'president' 's' 'reelection' 'bid' 'role' 'Hamilton' 'vote' 'election' 't' 'record' 'voting' 'Stewart' 'play' 'Thomas' 'Jefferson' 'first' 'time' 'He' 'not' 'vote' 'Oak' 'player' 'James' 'Madison' 'Hercules' 'Mulligan' 'vote' 't' 'record' 'clash' 'Hamilton' 'cast' 'Fox' 'News' 't' 'message' 'freedom' 'sound' 'Daily' 'Mail' 	pos	
Article 'shameful' 'latest' 'effort' 'create' 'narrative' 'Trump' 'racist' 'group' 'A' 'ha' 'group' 'celebration' 'Trump' 's' 'victory' 'news' 'Trump' 'supporter' 's' 'big' 'difference' 'president' 'racist' 'Black' 'racist' 'church' 'Trump' 'support' 'racist' 'group' 'ha' 'so' 'He' 't' 'support' 'people' 	neg	
Down 's' 'Barracuda' 'Brigade' 'WHY' 'LOVE' 'WOMAN' 'smart' 'so' 'quick' 'Watch' 'shut' 'down' 'concern' 'president' 'Trump' 's' 'Hamilton' 'twitter' 'scrap' 'Why' 'do' 'care' 'http' 'http' 	pos	
IN 'AMERICA' 'Minneapolis' 'Are' 'Still' 'Being' 'Barracuda' 'Brigade' 'Print' 'I' 'truly' 'hope' 'Trump' 'keep' 'promise' 'keep' 'out' 'Isolation' 'Somali' 'Muslim' 'community' 'Sharia' 'law' 'Muslim' 'school' 'Minneapolis' 'main' 'reason' 'still' 'Assimilation' 't' 's' 'problem' 'go' 'Little' 'Mogadishu' 'find' 'out' 'many' 'Somali' 'don' 't' 'English' 'teach' 'Sharia' 'law' 'school' 'not' 'American' 'law' 'go' 'back' 'REFUGEE' 'RESETTLEMENT' 'PROGRAM' 'problem' 'bringing' 'U.S.' 'past' 'year' 'need' 'take' 'program' 's' 'way' 'past' 'wa' 'originally' 'be' 'HAPPENING' 'IN' 'TOWN' 'HERE' 'S' 'REFUGEE' 'RESETTLEMENT' 'PROGRAM' 'AMERICAN' 	pos	
Article 'Wow' 'Milwaukee' 's' 'Sheriff' 'David' 'again' 'President' 'tenant' 'ha' 'property' 's' 'trash' 'place' 'way' 'out' 'spite' 'So' 'surprise' 'me' 'Sheriff' 'David' 	neg' 	pos')
Article 'Austin' 'Texas' 'scene' 'Trump' 'police' 'officer' 'same' 'weekend' 'police' 'officer' 	obj	
Century 'Wire' 'western' 'medium' 'York' 'Times' 'Washington' 'Post' 'continue' 'hurl' 'viral' 'image' 'child' 'victim' 'Aleppo' 'western' 'terrorist' 'East' 'Aleppo' 'continue' 'fire' 'cannon' 'sniper' 'target' 'civilian' 'child' 'West' 'Aleppo' 'level' 'information' 'fraud' 'propaganda' 'being' 'western' 'mainstream' 'medium' 'politician' 'John' 'Power' 'even' 'traditional' 'low' 'International' 'interview' 'Syrian' 'peace' 'campaigner' 'Mother' 'independent' 'researcher' 'journalist' 'Vanessa' 'Watch' 	pos	
Century 'Wire' 'Friday' 'FBI' 's' 'announcement' 'be' 'Clinton' 'email' 'case' 'due' 'evidence' 'information' 'found' 'cheat' 'Anthony' 's' 'newly' 'husband' 'Clinton' 'chief' 'computer' 'wa' 'subject' 'investigation' 'Will' 'really' 'yield' 'significant' 'day' 'Nov' 'election' 'Democrat' 'party' 'smoke' 'It' 'Washington' 's' 'political' 'have' 'already' 's' 'shock' 'announcement' 'memo' 'out' 'nowhere' 'Fox' 'News' 'FBI' 'be' 'routine' 'set' 'political' 'move' 'implement' 'damage' 'control' 'FBI' 'head' 'James' 'friend' 'Hillary' 'Clinton' 'Party' 'even' 'more' 'White' 'House' 'last' 'week' 'have' 'out' 'more' 'Hillary' 'Clinton' 'be' 'FBI' 'volatile' 'issue' 'easily' 'tilt' 'close' 'presidential' 'race' 'Trump' 'Aside' 'obvious' 'potential' 'Clinton' 'yesterday' 's' 'FBI' 'move' 'also' 'be' 'prelude' 'possible' 'scenario' 'President' 'already' 'deeply' 'Clinton' 'email' 'cover-up' 'Party' 'Machine' 'ha' 'distraction' 'latest' 'dump' 'FBI' 'restore' 'lost' 'public' 'confidence' 'Hillary' 'Create' 'explosion' 'weekend' 'clear' 'deck' 'salacious' 'Trump' 'next' 'week' 'Despite' 'call' 'Clinton' 'camp' 'FBI' 'disclose' 'have' 'not' 'law' 'd' 'Hillary' 'have' 'already' 'FBI' 'release' 'real' 'specific' 'election' 'have' 'It' 's' 'too' 'early' 'tell' 'FBI' 'James' 'wa' 'board' 'member' 'Clinton' 'Foundation' 'Drug' 'Cartel' 'bank' 'choice' 'FBI' 'director' 'outrage' 'last' 'month' 'not' 'Justice' 'Department' 'seek' 'Clinton' 'other' 'party' 'investigation' 'Clinton' 'dodge' 'criminal' 'probe' 'election' 'fact' 'Clinton' 'wa' 'extremely' 'Clinton' 'openly' 'information' 'unsecured' 'private' 'tenure' 'Secretary' 'State' 'Hedge' 'Now' 'turn' 'rage' 'FBI' 'likely' 'not' 'have' 'much' 'choice' 'information' 'secret' 'certainly' 'have' 'such' 'best' 'recourse' 'wa' 'come' 'clean' 'many' 'have' 'nature' 'disclosure' 'say' 'need' 'do' 'regain' 'trust' 'few' 'day' 'material' 'ha' 'found' 'second' 'probe' 'also' 'memo' 'FBI' 'director' 'James' 'space' 'Here' 'highlight' 'reel' 'Hillary' 'Clinton' 'least' 'occasion' 'direct' 'question' 'illegal' 'private' 'email' 'READ' 'MORE' 'ELECTION' 'NEWS' 'AT' 'Century' 'Wire' 'A' 'MEMBER' 	pos	
stunning 'turn' 'event' 'day' 'presidential' 'election' 'FBI' 'investigation' 'Hillary' 'Clinton' 's' 'email' 'case' 'newly' 'email' 'Hillary' 'Clinton' 'PROBE' 'FBI' 'give' 'Hillary' 'second' 'Photo' 'October' 'Surprise' 'report' 'today' 'FBI' 'Director' 'James' 'FBI' 'ha' 'new' 'probe' 'Hillary' 'Clinton' 'email' 'again' 'scant' 'detail' 'new' 'probe' 'due' 'unrelated' 'case' 'additional' 'material' 'have' 'Clinton' 's' 'personal' 'email' 'latest' 'FBI' 'development' 'passage' 's' 'new' 'investigation' 'In' 'previous' 'testimony' 'I' 'fact' 'Federal' 'Bureau' 'Investigation' 'FBI' 'investigation' 'former' 'Secretary' 'Clinton' 's' 'personal' 'email' 'Due' 'recent' 'development' 'I' 'am' 'supplement' 'previous' 'testimony' 'connection' 'unrelated' 'case' 'FBI' 'ha' 'existence' 'email' 'appear' 'be' 'pertinent' 'investigation' 'I' 'am' 'inform' 'team' 'me' 'yesterday' 'I' 'FBI' 'take' 'allow' 'investigator' 'review' 'email' 'determine' 'contain' 'information' 'well' 'ass' 'importance' 'investigation' 'FBI' 'not' 'yet' 'ass' 'not' 'material' 'be' 'significant' 'I' 'not' 'long' 'take' 'u' 'complete' 'additional' 'work' 'I' 'update' 'effort' 'light' 'previous' 'testimony' 's' 'Husband' 'new' 'report' 'York' 'Times' 'presidential' 'campaign' 'wa' 'Friday' 'federal' 'law' 'enforcement' 'official' 'email' 'pertinent' 'investigation' 'Hillary' 'Clinton' 's' 'private' 'email' 'belonging' 'Anthony' 'estranged' 'husband' 'top' 'Clinton' 'Congress' 'director' 'James' 'email' 'unrelated' 'case' 'law' 'enforcement' 'official' 'wa' 'investigation' 'text' 'message' 'Mr.' 'girl' 'North' 'Carolina' 'Mr.' 'former' 'congressman' 'York' 'top' 'ha' 'come' 'fire' 'recently' 'Clinton' 'off' 'hook' 'Congress' 'email' 'home' 'brew' 'email' 'wa' 'Secretary' 'State' 'previously' 'case' 'ha' 'U-turn' 'now' 'FBI' 'review' 'new' 'email' 'information' 'wa' 'unprecedented' 'move' 'come' 'memo' 'financial' 'information' 'Clinton' 'Foundation' 'donor' 'former' 'president' 'Bill' 'Clinton' 's' 'private' 'financial' 'activity' 'memo' 'wa' 'business' 'arrangement' 'Bill' 'Clinton' 'deal' 'year' 'tweet' 'Brad' 'News' 'new' 'FBI' 'new' 'investigation' 'Clinton' 'camp' 'most' 'certainly' 'spark' 'new' 'new' 'FBI' 'revelation' 'also' 'come' 'Project' 'camera' 'sting' 'operation' 'consultant' 'Robert' 'Creamer' 'Democracy' 'way' 'commit' 'large-scale' 'voter' 'fraud' 'well' 'political' 'cause' 'violence' 'Trump' 'Out' 'Creamer' 's' 'visit' 'White' 'House' 'also' 'Illinois' 'congresswoman' 'Jan' 'time' 'White' 'House' 'visitor' 'record' 'show' 'private' 'meeting' 'senior' 'also' 'past' 'year' 'consultancy' 'Democracy' 'have' 'political' 'point' 'possibly' 'event' 'operation' 'level' 'impetus' 'procedural' 'separation' 'keep' 'high-ranking' 'official' 'hook' 'case' 'various' 'underhanded' 'campaign' 'tactic' 'thus' 'political' 'campaign' 'political' 'entity' 'plausible' 'FILM' 'Robert' 'Creamer' 'Party' 'controversy' 'Image' 'Source' 'Creamer' 'Creamer' 'bank' 'fraud' 'tax' 'violation' 'wa' 'promptly' 'out' 'Hillary' 'Clinton' 'campaign' 's' 'circle' 'heavily' 'video' 'sting' 'discussion' 'voter' 'fraud' 'violence' 'Trump' 'PAY' 'PLAY' 'Virginia' 'Governor' 'Terry' 'closely' 'Clinton' 's' 'campaign' 'contribution' 'FBI' 'Image' 'Source' 'new' 'It' 'remains' 'unclear' 'exactly' 'new' 'Clinton' 'probe' 'perhaps' 'FBI' 'own' 'cobweb' 'clear' 'out' 'wa' 'longtime' 'Clinton' 'associate' 'Virginia' 'Terry' 'steer' 'election' 'campaign' 'FBI' 'official' 'lead' 'probe' 'Hillary' 'Clinton' 's' 'use' 'private' 'email' 'system' 'NY' 'Post' 'also' 'matter' 'past' 'week' 'political' 'action' 'Clinton' 'loyalist' 'state' 'Senate' 'campaign' 'Andrew' 'now' 'deputy' 'director' 'FBI' 'Wall' 'Street' 'Journal' 'report' 'state' 'additional' 'Virginia' 'Party' 'heavily' 'money' 'month' 'FBI' 'investigation' 'Clinton' 'July' 'time' 'candidate' 's' 'husband' 'wa' 'running' 'Washington' 'field' 'office' 'FBI' 'No' 'position' 'report' 'October' 'week' 'revelation' 'interview' 'FBI' 'investigation' 'Clinton' 's' 'email' 'practice' 'Undersecretary' 'State' 'Patrick' 'Kennedy' 'personally' 'convince' 'FBI' 'official' 'email' 'be' 'One' 'FBI' 'official' 'Kennedy' 's' 'newly' 'FBI' 'investigation' 'Clinton' 'be' 's' 'doubt' 'due' 'backlash' 'FBI' 'first' 'Clinton' 'investigation' 'addition' 'concern' 'FBI' 'Clinton' 'associate' 'save' 'face' 'remains' 'be' 'new' 'case' 'impact' 'election' 	pos	
tidal 'revelation' 'out' 'Clinton' 'campaign' 'presidential' 'election' 'draw' 'close' 'MELTDOWN' 'Clinton' 'campaign' 'unravel' 'series' 'detail' 'Photo' 'illustration' 'weekend' 'wa' 'email' 'dump' 'Center' 'American' 'Progress' 'John' 's' 'top' 'aide' 'email' 'Michael' 'Lux' 'Progressive' 'consultant' 'Robert' 'Creamer' 'Democracy' 'wa' 'closely' 'Clinton' 'campaign' 'manager' 'BOMBSHELL' 'Clinton' 'campaign' 'manager' 'close' 'tie' 'consultant' 'Robert' 'Creamer' 'Image' 'Source' 'attention' 'subject' 'video' 'sting' 'operation' 'Project' 'only' 'wa' 'Creamer' 'way' 'commit' 'voter' 'fraud' 'violence' 'Trump' 'camera' 'also' 'White' 'House' 'official' 'time' 'past' 'year' 'private' 'meeting' 'President' 'other' 'senior' 'official' 'SCANDAL' 'Robert' 'Creamer' 'Democracy' 'congresswoman' 'Jan' 'Image' 'Source' 'National' 'Vanguard' 's' 'visit' 'White' 'House' 'also' 'Illinois' 'congresswoman' 'Jan' 'House' 'visitor' 'record' 'have' 'private' 'meeting' 'senior' 'past' 'year' 'consultancy' 'Democracy' 'have' 'political' 'point' 'event' 'operation' 'level' 'nature' 'procedural' 'separation' 'keep' 'high-ranking' 'official' 'hook' 'case' 'various' 'underhanded' 'campaign' 'tactic' 'potentially' 'Clinton' 'campaign' 'plausible' 'latest' 'laundry' 'list' 'problem' 'Clinton' 'campaign' 'come' 'time' 'interim' 'Donna' 'controversy' 'debate' 'question' 'prior' 'least' 'town' 'debate' 'down' 'role' 'earlier' 'October' 'Here' 's' 'passage' 'Daily' 'Caller' 'scenario' 'Donna' 'interim' 'National' 'Committee' 'town' 'question' 'Clinton' 'campaign' 'earlier' 'previously' 'email' 'Monday' 'article' 'revelation' 'expose' 'interim' 'wa' 'more' 'deeply' 'previously' 'In' 'March' 'mention' 'Martin' 'name' 'offer' 'provide' 'more' 'town' 'question' 'have' 'campaign' 'I' 'few' 'more' 'question' 'March' 'email' 'thread' 'time' 'time' 'I' 'get' 'question' 'commentator' 'TV' 'One' 'News' 'One' 'Now' 'well' 'contributor' 'matter' 'Wall' 'Street' 'Journal' 'following' 'contentious' 'relationship' 'FBI' 'DOJ' 'FBI' 'be' 'latest' 'email' 'case' 'development' 'latest' 'development' 'early' 'October' 'New' 'FBI' 'official' 'Andrew' 'Terry' 'campaign' 'contribution' 'bureau' 's' 'Mr.' 'possibly' 'sexually' 'message' 'minor' 'laptop' 'email' 'computer' 'account' 'Ms.' 'people' 'critic' 'have' 'recuse' 'wa' 'Clinton' 'confidant' 'Terry' 'wa' 'further' 'House' 'Oversight' 'more' 'information' 'Senate' 'campaign' 'Dr.' 'tie' 'internal' 'feud' 'wa' 'Attorney' 'General' 'Deputy' 'Attorney' 'General' 'Sally' 'FBI' 'Director' 'James' 'Clinton' 'email' 'case' 'past' 'week' 'tarmac' 'meeting' 'first' 'FBI' 'ruling' 'Clinton' 'case' 'report' 'Zero' 'Hedge' 'close' 'friend' 'Peter' 'Assistant' 'Attorney' 'General' 'Department' 'Justice' 'DOJ' 'be' 'charge' 'probe' 's' 'aide' 'mountain' 'controversy' 'Clinton' 'campaign' 'FBI' 'now' 'early' 'inquiry' 'former' 'Trump' 'campaign' 'manager' 'Paul' 'foreign' 'business' 'connection' 'August' 'business' 'connection' 'wa' 'news' 'In' 'court' 'record' 'senior' 'Trump' 'aide' 'Paul' 's' 'firm' 'wa' 'Ukrainian' 'plan' 'redevelop' 'famous' 'York' 'hotel' 'Drake' 'total' 'value' 'project' 'wa' 's' 'company' 'invest' 'record' 'same' 'year' 'U.S.' 'ambassador' 'Ukraine' 'start' 'business' 'permission' 'notorious' 'Russian' 'crime' 'lord' 'State' 'Department' 'part' 'fortune' 'sweetheart' 'deal' 'Russia' 'State' 'Department' 'ha' 'have' 'tie' 'criminal' 'enterprise' 'Russia' 'so' 'far' 's' 'directly' 'underground' 'element' 'space' 'meme' 'mainstream' 'medium' 'other' 'politically' 'element' 'deflect' 'Clinton' 'campaign' 'meltdown' 'OUT' 'CONTROL' 's' 'link' 'contractor' 'way' 'commit' 'voter' 'fraud' 'violence' 'Image' 'Source' 'Slate' 'Trump' 'Rally' 'Agitator' 'Clinton' 'Campaign' 'Manager' 'Are' 'Close' 'Clinton' 'aide' 'Bob' 'Creamer' 'operation' 'Creamer' 'operative' 'behind' 'Trump' 'wa' 'close' 'Hillary' 'Clinton' 's' 'campaign' 'manager' 'email' 'allegedly' 't' 'National' 'Committee' 'Project' 'He' 'wa' 'people' 'provoke' 'Trump' 'event' 'ha' 'thus' 'become' 'red-hot' 'issue' 'campaign' 'now' 's' 'close' 'detail' 'out' 'Sunday' 'morning' 'more' 'email' 'John' 's' 'account' 'Clinton' 's' 'campaign' 'chairman' 'account' 'wa' 'March' 'here' 'MORE' 'ELECTION' 'NEWS' 'AT' 'Century' 'Wire' 'A' 'MEMBER' 	pos	
